cod_uf,cod_munic,municipio,cod_amc,AMC,flag
Minas Gerais,3135704,Jequitibá - MG,313570,2024,0
Minas Gerais,3135803,Jequitinhonha - MG,313580,2025,0
Alagoas,2703759,Jequiá da Praia - AL,,1,1
Bahia,2918001,Jequié - BA,291800,1503,0
Bahia,2918100,Jeremoabo - BA,291810,1504,0
Paraíba,2507408,Jericó - PB,25AMC9197018,935,0
Sao Paulo,3525409,Jeriquara - SP,352540,2784,0
Piauí,2205300,Jerumenha - PI,22AMC9197019,431,0
Espírito Santo,3203106,Jerônimo Monteiro - ES,320310,2460,0
Minas Gerais,3135902,Jesuânia - MG,313590,2026,0
Paraná,4112751,Jesuítas - PR,411275,3246,0
Goías,5212055,Jesúpolis - GO,52AMC9197024,4255,0
Rondônia,1100122,Ji-Paraná - RO,110012,4,0
Ceará,2307254,Jijoca de Jericoacoara - CE,23AMC9197002,632,0
Bahia,2918209,Jiquiriçá - BA,291820,1505,0
Bahia,2918308,Jitaúna - BA,291830,1506,0
Minas Gerais,3136108,Joanésia - MG,313610,2027,0
Sao Paulo,3525508,Joanópolis - SP,352550,2785,0
Minas Gerais,3136405,Joaquim Felício - MG,313640,2029,0
Alagoas,2703809,Joaquim Gomes - AL,270380,1159,0
Pernambuco,2608206,Joaquim Nabuco - PE,260820,1037,0
Piauí,2205409,Joaquim Pires - PI,22AMC9197026,438,0
Paraná,4112801,Joaquim Távora - PR,411280,3247,0
Santa Catarina,4209003,Joaçaba - SC,42AMC9197017,3619,0
Minas Gerais,3136009,Joaíma - MG,31AMC9197042,2384,0
Paraíba,2513653,Joca Claudino - PB,25AMC9197038,955,0
Piauí,2205458,Joca Marques - PI,22AMC9197020,432,0
Santa Catarina,4209102,Joinville - SC,420910,3521,0
Minas Gerais,3136504,Jordânia - MG,313650,2030,0
Acre,1200328,Jordão - AC,12AMC9197005,24,0
Maranhao,2105609,Joselândia - MA,210560,286,0
Minas Gerais,3136579,Josenópolis - MG,31AMC9197028,2370,0
Santa Catarina,4209151,José Boiteux - SC,420915,3522,0
Sao Paulo,3525706,José Bonifácio - SP,35AMC9197031,3098,0
Minas Gerais,3136520,José Gonçalves de Minas - MG,31AMC9197007,2349,0
Minas Gerais,3136553,José Raydan - MG,31AMC9197071,2413,0
Rio Grande do Norte,2406007,José da Penha - RN,240600,692,0
Piauí,2205508,José de Freitas - PI,220550,394,0
Goías,5212105,Joviânia - GO,521210,4145,0
Pernambuco,2608107,João Alfredo - PE,260810,1036,0
Piauí,2205359,João Costa - PI,22AMC9197036,448,0
Rio Grande do Norte,2405801,João Câmara - RN,240580,690,0
Rio Grande do Norte,2405900,João Dias - RN,240590,691,0
Bahia,2918357,João Dourado - BA,291835,1507,0
Maranhao,2105500,João Lisboa - MA,21AMC9197023,346,0
Minas Gerais,3136207,João Monlevade - MG,313620,2028,0
Espírito Santo,3203130,João Neiva - ES,320313,2461,0
Paraíba,2507507,João Pessoa - PB,250750,843,0
Minas Gerais,3136306,João Pinheiro - MG,31AMC9197043,2385,0
Sao Paulo,3525607,João Ramalho - SP,352560,2786,0
Mato Grosso,5105101,Juara - MT,51AMC9197013,4045,0
Paraíba,2507606,Juarez Távora - PB,250760,844,0
Tocantins,1711803,Juarina - TO,17AMC9197009,231,0
Minas Gerais,3136652,Juatuba - MG,31AMC9197050,2392,0
Paraíba,2507705,Juazeirinho - PB,25AMC9197035,952,0
Bahia,2918407,Juazeiro - BA,291840,1508,0
Ceará,2307304,Juazeiro do Norte - CE,230730,549,0
Piauí,2205516,Juazeiro do Piauí - PI,22AMC9197006,418,0
Pernambuco,2608255,Jucati - PE,26AMC9197007,1116,0
Rio Grande do Norte,2406106,Jucurutu - RN,240610,693,0
Bahia,2918456,Jucuruçu - BA,291845,1509,0
Ceará,2307403,Jucás - CE,230740,550,0
Minas Gerais,3136702,Juiz de Fora - MG,313670,2032,0
Sao Paulo,3525854,Jumirim - SP,35AMC9197057,3124,0
Maranhao,2105658,Junco do Maranhão - MA,21AMC9197010,333,0
Paraíba,2507804,Junco do Seridó - PB,250780,845,0
Sao Paulo,3525904,Jundiaí - SP,352590,2788,0
Paraná,4112900,Jundiaí do Sul - PR,411290,3248,0
Alagoas,2703908,Jundiá - AL,,1216,1
Rio Grande do Norte,2406155,Jundiá - RN,,1216,1
Alagoas,2704005,Junqueiro - AL,270400,1160,0
Sao Paulo,3526001,Junqueirópolis - SP,352600,2789,0
Pernambuco,2608305,Jupi - PE,26AMC9197007,1116,0
Santa Catarina,4209177,Jupiá - SC,42AMC9197013,3615,0
Sao Paulo,3526209,Juquitiba - SP,352620,2791,0
Sao Paulo,3526100,Juquiá - SP,352610,2790,0
Minas Gerais,3136801,Juramento - MG,31AMC9197044,2386,0
Paraná,4112959,Juranda - PR,411295,3249,0
Pernambuco,2608404,Jurema - PE,260840,1038,0
Piauí,2205532,Jurema - PI,22AMC9197040,452,0
Paraíba,2507903,Juripiranga - PB,250790,846,0
Paraíba,2508000,Juru - PB,250800,847,0
Minas Gerais,3136900,Juruaia - MG,313690,2033,0
Mato Grosso,5105176,Juruena - MT,51AMC9197008,4040,0
Pará,1503903,Juruti - PA,150390,122,0
Amazonas,1302207,Juruá - AM,130220,57,0
Mato Grosso,5105200,Juscimeira - MT,510520,4006,0
Bahia,2918506,Jussara - BA,291850,1510,0
Goías,5212204,Jussara - GO,521220,4146,0
Paraná,4113007,Jussara - PR,411300,3250,0
Bahia,2918555,Jussari - BA,291855,1511,0
Bahia,2918605,Jussiape - BA,291860,1512,0
Amazonas,1302306,Jutaí - AM,130230,58,0
Mato Grosso do Sul,5005152,Juti - MS,500515,3948,0
Minas Gerais,3136959,Juvenília - MG,31AMC9197057,2399,0
Mato Grosso,5105150,Juína - MT,510515,4005,0
Rio Grande do Sul,4311155,Jóia - RS,431115,3735,0
Piauí,2205524,Júlio Borges - PI,22AMC9197011,423,0
Sao Paulo,3525805,Júlio Mesquita - SP,352580,2787,0
Rio Grande do Sul,4311205,Júlio de Castilhos - RS,43AMC9197033,3867,0
Paraná,4113106,Kaloré - PR,411310,3251,0
Santa Catarina,4209201,Lacerdópolis - SC,420920,3523,0
Minas Gerais,3137007,Ladainha - MG,313700,2034,0
Mato Grosso do Sul,5005202,Ladário - MS,500520,3949,0
Bahia,2918704,Lafaiete Coutinho - BA,291870,1513,0
Minas Gerais,3137106,Lagamar - MG,313710,2035,0
Sergipe,2803500,Lagarto - SE,280350,1250,0
Santa Catarina,4209300,Lages - SC,42AMC9197018,3620,0
Maranhao,2105906,Lago Verde - MA,210590,287,0
Maranhao,2105708,Lago da Pedra - MA,21AMC9197024,347,0
Maranhao,2105807,Lago do Junco - MA,21AMC9197025,348,0
Maranhao,2105948,Lago dos Rodrigues - MA,21AMC9197025,348,0
Paraíba,2508109,Lagoa - PB,250810,848,0
Piauí,2205557,Lagoa Alegre - PI,22AMC9197044,456,0
Rio Grande do Sul,4311239,Lagoa Bonita do Sul - RS,,3895,1
Minas Gerais,3137403,Lagoa Dourada - MG,313740,2038,0
Minas Gerais,3137502,Lagoa Formosa - MG,313750,2039,0
Minas Gerais,3137536,Lagoa Grande - MG,31AMC9197062,2404,0
Pernambuco,2608750,Lagoa Grande - PE,26AMC9197013,1122,0
Maranhao,2105963,Lagoa Grande do Maranhão - MA,21AMC9197024,347,0
Rio Grande do Norte,2406502,Lagoa Nova - RN,240650,697,0
Bahia,2918753,Lagoa Real - BA,291875,1514,0
Rio Grande do Norte,2406601,Lagoa Salgada - RN,240660,698,0
Minas Gerais,3137601,Lagoa Santa - MG,31AMC9197045,2387,0
Paraíba,2508307,Lagoa Seca - PB,250830,850,0
Rio Grande do Sul,4311304,Lagoa Vermelha - RS,43AMC9197071,3905,0
Rio Grande do Norte,2406205,Lagoa d'Anta - RN,240620,694,0
Alagoas,2704104,Lagoa da Canoa - AL,270410,1161,0
Tocantins,1711902,Lagoa da Confusão - TO,17AMC9197010,232,0
Minas Gerais,3137205,Lagoa da Prata - MG,313720,2036,0
Paraíba,2508208,Lagoa de Dentro - PB,250820,849,0
Pernambuco,2608503,Lagoa de Itaenga - PE,260850,1039,0
Rio Grande do Norte,2406304,Lagoa de Pedras - RN,240630,695,0
Piauí,2205573,Lagoa de São Francisco - PI,22AMC9197026,438,0
Rio Grande do Norte,2406403,Lagoa de Velhos - RN,240640,696,0
Piauí,2205565,Lagoa do Barro do Piauí - PI,22AMC9197036,448,0
Pernambuco,2608453,Lagoa do Carro - PE,26AMC9197003,1112,0
Maranhao,2105922,Lagoa do Mato - MA,21AMC9197030,353,0
Pernambuco,2608602,Lagoa do Ouro - PE,260860,1040,0
Piauí,2205581,Lagoa do Piauí - PI,22AMC9197043,455,0
Piauí,2205599,Lagoa do Sítio - PI,22AMC9197046,458,0
Tocantins,1711951,Lagoa do Tocantins - TO,17AMC9197030,252,0
Pernambuco,2608701,Lagoa dos Gatos - PE,260870,1041,0
Minas Gerais,3137304,Lagoa dos Patos - MG,313730,2037,0
Rio Grande do Sul,4311270,Lagoa dos Três Cantos - RS,43AMC9197041,3875,0
Sao Paulo,3526308,Lagoinha - SP,352630,2792,0
Piauí,2205540,Lagoinha do Piauí - PI,22AMC9197043,455,0
Rio Grande do Sul,4311254,Lagoão - RS,431125,3736,0
Santa Catarina,4209409,Laguna - SC,420940,3524,0
Mato Grosso do Sul,5005251,Laguna Carapã - MS,50AMC9197004,3976,0
Bahia,2918803,Laje - BA,291880,1515,0
Rio de Janeiro,3302304,Laje do Muriaé - RJ,330230,2511,0
Rio Grande do Sul,4311403,Lajeado - RS,,3906,1
Tocantins,1712009,Lajeado - TO,17AMC9197032,254,0
Santa Catarina,4209458,Lajeado Grande - SC,42AMC9197046,3648,0
Maranhao,2105989,Lajeado Novo - MA,21AMC9197027,350,0
Rio Grande do Sul,4311429,Lajeado do Bugre - RS,43AMC9197039,3873,0
Bahia,2919009,Lajedinho - BA,291900,1517,0
Pernambuco,2608800,Lajedo - PE,260880,1042,0
Bahia,2919058,Lajedo do Tabocal - BA,291905,1518,0
Bahia,2918902,Lajedão - BA,291890,1516,0
Rio Grande do Norte,2406700,Lajes - RN,240670,699,0
Rio Grande do Norte,2406809,Lajes Pintadas - RN,240680,700,0
Minas Gerais,3137700,Lajinha - MG,313770,2040,0
Bahia,2919108,Lamarão - BA,291910,1519,0
Minas Gerais,3137809,Lambari - MG,313780,2041,0
Mato Grosso,5105234,Lambari D'Oeste - MT,,4034,1
Minas Gerais,3137908,Lamim - MG,313790,2042,0
Piauí,2205607,Landri Sales - PI,220560,395,0
Paraná,4113205,Lapa - PR,411320,3252,0
Bahia,2919157,Lapão - BA,291915,1520,0
Espírito Santo,3203163,Laranja da Terra - ES,320316,2462,0
Minas Gerais,3138005,Laranjal - MG,313800,2043,0
Paraná,4113254,Laranjal - PR,41AMC9197036,3426,0
Sao Paulo,3526407,Laranjal Paulista - SP,352640,2793,0
Amapá,1600279,Laranjal do Jari - AP,16AMC9197002,191,0
Sergipe,2803609,Laranjeiras - SE,280360,1251,0
Paraná,4113304,Laranjeiras do Sul - PR,41AMC9197026,3416,0
Minas Gerais,3138104,Lassance - MG,313810,2044,0
Paraíba,2508406,Lastro - PB,250840,851,0
Santa Catarina,4209508,Laurentino - SC,420950,3525,0
Santa Catarina,4209607,Lauro Muller - SC,420960,3526,0
Bahia,2919207,Lauro de Freitas - BA,291920,1521,0
Tocantins,1712157,Lavandeira - TO,17AMC9197008,230,0
Minas Gerais,3138203,Lavras - MG,313820,2045,0
Ceará,2307502,Lavras da Mangabeira - CE,230750,551,0
Rio Grande do Sul,4311502,Lavras do Sul - RS,431150,3737,0
Sao Paulo,3526605,Lavrinhas - SP,352660,2795,0
Sao Paulo,3526506,Lavínia - SP,352650,2794,0
Minas Gerais,3138302,Leandro Ferreira - MG,313830,2046,0
Santa Catarina,4209706,Lebon Régis - SC,420970,3527,0
Sao Paulo,3526704,Leme - SP,352670,2796,0
Minas Gerais,3138351,Leme do Prado - MG,31AMC9197054,2396,0
Bahia,2919306,Lençóis - BA,291930,1522,0
Sao Paulo,3526803,Lençóis Paulista - SP,35AMC9197032,3099,0
Santa Catarina,4209805,Leoberto Leal - SC,420980,3528,0
Minas Gerais,3138401,Leopoldina - MG,313840,2047,0
Goías,5212303,Leopoldo de Bulhões - GO,521230,4147,0
Paraná,4113403,Leópolis - PR,411340,3253,0
Rio Grande do Sul,4311601,Liberato Salzano - RS,431160,3738,0
Minas Gerais,3138500,Liberdade - MG,313850,2048,0
Bahia,2919405,Licínio de Almeida - BA,291940,1523,0
Paraná,4113429,Lidianópolis - PR,41AMC9197025,3415,0
Maranhao,2106003,Lima Campos - MA,21AMC9197013,336,0
Minas Gerais,3138609,Lima Duarte - MG,313860,2049,0
Sao Paulo,3526902,Limeira - SP,352690,2797,0
Minas Gerais,3138625,Limeira do Oeste - MG,31AMC9197039,2381,0
Pernambuco,2608909,Limoeiro - PE,260890,1043,0
Alagoas,2704203,Limoeiro de Anadia - AL,270420,1162,0
Pará,1504000,Limoeiro do Ajuru - PA,150400,123,0
Ceará,2307601,Limoeiro do Norte - CE,230760,552,0
Paraná,4113452,Lindoeste - PR,411345,3254,0
Rio Grande do Sul,4311627,Lindolfo Collor - RS,43AMC9197017,3852,0
Sao Paulo,3527009,Lindóia - SP,352700,2798,0
Santa Catarina,4209854,Lindóia do Sul - SC,420985,3529,0
Rio Grande do Sul,4311643,Linha Nova - RS,43AMC9197017,3852,0
Espírito Santo,3203205,Linhares - ES,32AMC9197006,2491,0
Sao Paulo,3527108,Lins - SP,352710,2799,0
Paraíba,2508505,Livramento - PB,250850,852,0
Bahia,2919504,Livramento de Nossa Senhora - BA,291950,1524,0
Tocantins,1712405,Lizarda - TO,171240,205,0
Paraná,4113502,Loanda - PR,411350,3255,0
Paraná,4113601,Lobato - PR,411360,3256,0
Paraíba,2508554,Logradouro - PB,25AMC9197009,926,0
Paraná,4113700,Londrina - PR,41AMC9197027,3417,0
Minas Gerais,3138658,Lontra - MG,31AMC9197074,2416,0
Santa Catarina,4209904,Lontras - SC,420990,3530,0
Sao Paulo,3527207,Lorena - SP,35AMC9197033,3100,0
Maranhao,2106102,Loreto - MA,210610,288,0
Sao Paulo,3527256,Lourdes - SP,35AMC9197060,3127,0
Sao Paulo,3527306,Louveira - SP,352730,2800,0
Mato Grosso,5105259,Lucas do Rio Verde - MT,510525,4007,0
Paraíba,2508604,Lucena - PB,250860,853,0
Sao Paulo,3527504,Lucianópolis - SP,352750,2801,0
Mato Grosso,5105309,Luciara - MT,51AMC9197009,4041,0
Rio Grande do Norte,2406908,Lucrécia - RN,240690,701,0
Sao Paulo,3527405,Lucélia - SP,35AMC9197034,3101,0
Minas Gerais,3138674,Luisburgo - MG,31AMC9197047,2389,0
Minas Gerais,3138682,Luislândia - MG,31AMC9197012,2354,0
Santa Catarina,4210001,Luiz Alves - SC,421000,3531,0
Paraná,4113734,Luiziana - PR,411373,3257,0
Sao Paulo,3527702,Luiziânia - SP,352770,2803,0
Minas Gerais,3138708,Luminárias - MG,313870,2050,0
Paraná,4113759,Lunardelli - PR,411375,3258,0
Paraná,4113809,Lupionópolis - PR,411380,3259,0
Sao Paulo,3527801,Lupércio - SP,352780,2804,0
Sao Paulo,3527900,Lutécia - SP,352790,2805,0
Minas Gerais,3138807,Luz - MG,313880,2051,0
Santa Catarina,4210035,Luzerna - SC,42AMC9197017,3619,0
Piauí,2205805,Luzilândia - PI,22AMC9197020,432,0
Tocantins,1712454,Luzinópolis - TO,17AMC9197031,253,0
Goías,5212501,Luziânia - GO,52AMC9197015,4246,0
Sao Paulo,3527603,Luís Antônio - SP,352760,2802,0
Piauí,2205706,Luís Correia - PI,22AMC9197026,438,0
Maranhao,2106201,Luís Domingues - MA,21AMC9197010,333,0
Bahia,2919553,Luís Eduardo Magalhães - BA,,1330,1
Rio Grande do Norte,2407005,Luís Gomes - RN,24AMC9197007,781,0
Amazonas,1302405,Lábrea - AM,130240,59,0
Bahia,2919603,Macajuba - BA,291960,1525,0
Sergipe,2803708,Macambira - SE,280370,1252,0
Pernambuco,2609006,Macaparana - PE,260900,1044,0
Amapá,1600303,Macapá - AP,16AMC9197003,192,0
Bahia,2919702,Macarani - BA,291970,1526,0
Sao Paulo,3528007,Macatuba - SP,352800,2806,0
Rio Grande do Norte,2407203,Macau - RN,240720,703,0
Sao Paulo,3528106,Macaubal - SP,352810,2807,0
Rio de Janeiro,3302403,Macaé - RJ,33AMC9197009,2553,0
Rio Grande do Norte,2407104,Macaíba - RN,240710,702,0
Bahia,2919801,Macaúbas - BA,291980,1527,0
Sao Paulo,3528205,Macedônia - SP,352820,2808,0
Alagoas,2704302,Maceió - AL,270430,1163,0
Minas Gerais,3138906,Machacalis - MG,313890,2052,0
Rio Grande do Sul,4311700,Machadinho - RS,431170,3739,0
Rondônia,1100130,Machadinho D'Oeste - RO,11AMC9197006,14,0
Minas Gerais,3139003,Machado - MG,313900,2053,0
Pernambuco,2609105,Machados - PE,260910,1045,0
Santa Catarina,4210050,Macieira - SC,42AMC9197003,3605,0
Rio de Janeiro,3302452,Macuco - RJ,33AMC9197005,2549,0
Bahia,2919900,Macururé - BA,291990,1528,0
Ceará,2307635,Madalena - CE,230763,553,0
Piauí,2205854,Madeiro - PI,22AMC9197020,432,0
Bahia,2919926,Madre de Deus - BA,291992,1529,0
Minas Gerais,3139102,Madre de Deus de Minas - MG,313910,2054,0
Bahia,2919959,Maetinga - BA,291995,1530,0
Santa Catarina,4210100,Mafra - SC,421010,3532,0
Pará,1504109,Magalhães Barata - PA,150410,125,0
Maranhao,2106300,Magalhães de Almeida - MA,210630,289,0
Sao Paulo,3528304,Magda - SP,352830,2809,0
Rio de Janeiro,3302502,Magé - RJ,33AMC9197010,2554,0
Bahia,2920007,Maiquinique - BA,292000,1531,0
Bahia,2920106,Mairi - BA,292010,1532,0
Sao Paulo,3528403,Mairinque - SP,35AMC9197035,3102,0
Sao Paulo,3528502,Mairiporã - SP,352850,2810,0
Goías,5212600,Mairipotaba - GO,521260,4148,0
Santa Catarina,4210209,Major Gercino - SC,421020,3533,0
Alagoas,2704401,Major Isidoro - AL,270440,1164,0
Rio Grande do Norte,2407252,Major Sales - RN,24AMC9197007,781,0
Santa Catarina,4210308,Major Vieira - SC,421030,3534,0
Minas Gerais,3139201,Malacacheta - MG,31AMC9197046,2388,0
Bahia,2920205,Malhada - BA,292020,1533,0
Bahia,2920304,Malhada de Pedras - BA,292030,1534,0
Sergipe,2803807,Malhada dos Bois - SE,280380,1253,0
Sergipe,2803906,Malhador - SE,280390,1254,0
Paraná,4113908,Mallet - PR,411390,3260,0
Paraíba,2508802,Malta - PB,250880,855,0
Paraíba,2508901,Mamanguape - PB,25AMC9197019,936,0
Goías,5212709,Mambaí - GO,52AMC9197016,4247,0
Paraná,4114005,Mamborê - PR,411400,3261,0
Minas Gerais,3139250,Mamonas - MG,31AMC9197024,2366,0
Rio Grande do Sul,4311734,Mampituba - RS,43AMC9197065,3899,0
Amazonas,1302504,Manacapuru - AM,130250,60,0
Amazonas,1302553,Manaquiri - AM,130255,61,0
Pernambuco,2609154,Manari - PE,26AMC9197006,1115,0
Amazonas,1302603,Manaus - AM,130260,62,0
Paraíba,2509008,Manaíra - PB,250900,856,0
Paraná,4114203,Mandaguari - PR,411420,3263,0
Paraná,4114104,Mandaguaçu - PR,411410,3262,0
Paraná,4114302,Mandirituba - PR,41AMC9197028,3418,0
Sao Paulo,3528601,Manduri - SP,352860,2811,0
Paraná,4114351,Manfrinópolis - PR,41AMC9197003,3393,0
Minas Gerais,3139300,Manga - MG,31AMC9197057,2399,0
Rio de Janeiro,3302601,Mangaratiba - RJ,330260,2512,0
Paraná,4114401,Mangueirinha - PR,41AMC9197029,3419,0
Minas Gerais,3139409,Manhuaçu - MG,31AMC9197047,2389,0
Minas Gerais,3139508,Manhumirim - MG,31AMC9197048,2390,0
Amazonas,1302702,Manicoré - AM,130270,63,0
Piauí,2205904,Manoel Emídio - PI,22AMC9197010,422,0
Paraná,4114500,Manoel Ribas - PR,411450,3264,0
Acre,1200344,Manoel Urbano - AC,12AMC9197002,21,0
Rio Grande do Sul,4311759,Manoel Viana - RS,43AMC9197002,3838,0
Bahia,2920403,Manoel Vitorino - BA,292040,1535,0
Bahia,2920452,Mansidão - BA,292045,1536,0
Minas Gerais,3139607,Mantena - MG,31AMC9197049,2391,0
Espírito Santo,3203304,Mantenópolis - ES,320330,2463,0
Rio Grande do Sul,4311775,Maquiné - RS,43AMC9197037,3871,0
Alagoas,2704906,Mar Vermelho - AL,270490,1169,0
Minas Gerais,3139805,Mar de Espanha - MG,313980,2056,0
Goías,5212808,Mara Rosa - GO,52AMC9197017,4248,0
Pará,1504208,Marabá - PA,150420,126,0
Sao Paulo,3528700,Marabá Paulista - SP,352870,2812,0
Mato Grosso do Sul,5005400,Maracaju - MS,500540,3950,0
Santa Catarina,4210407,Maracajá - SC,421040,3535,0
Ceará,2307650,Maracanaú - CE,230765,554,0
Pará,1504307,Maracanã - PA,150430,127,0
Maranhao,2106326,Maracaçumé - MA,21AMC9197010,333,0
Sao Paulo,3528809,Maracaí - SP,352880,2813,0
Bahia,2920502,Maracás - BA,292050,1537,0
Alagoas,2704500,Maragogi - AL,270450,1165,0
Bahia,2920601,Maragogipe - BA,292060,1538,0
Pernambuco,2609204,Maraial - PE,26AMC9197008,1117,0
Maranhao,2106359,Marajá do Sena - MA,21AMC9197032,355,0
Ceará,2307700,Maranguape - CE,230770,555,0
Maranhao,2106375,Maranhãozinho - MA,21AMC9197009,332,0
Pará,1504406,Marapanim - PA,150440,128,0
Sao Paulo,3528858,Marapoama - SP,35AMC9197024,3091,0
Espírito Santo,3203320,Marataízes - ES,32AMC9197004,2489,0
Rio Grande do Sul,4311791,Maratá - RS,43AMC9197034,3868,0
Rio Grande do Sul,4311809,Marau - RS,43AMC9197041,3875,0
Alagoas,2704609,Maravilha - AL,270460,1166,0
Santa Catarina,4210506,Maravilha - SC,42AMC9197032,3634,0
Minas Gerais,3139706,Maravilhas - MG,313970,2055,0
Amazonas,1302801,Maraã - AM,130280,64,0
Bahia,2920700,Maraú - BA,292070,1539,0
Paraíba,2509057,Marcação - PB,25AMC9197026,943,0
Rio Grande do Sul,4311908,Marcelino Ramos - RS,431190,3740,0
Rio Grande do Norte,2407302,Marcelino Vieira - RN,240730,704,0
Mato Grosso,5105580,Marcelândia - MT,,1707,1
Bahia,2920809,Marcionílio Souza - BA,292080,1540,0
Ceará,2307809,Marco - CE,230780,556,0
Piauí,2205953,Marcolândia - PI,22AMC9197022,434,0
Piauí,2206001,Marcos Parente - PI,22AMC9197016,428,0
Paraná,4114609,Marechal Cândido Rondon - PR,41AMC9197030,3420,0
Alagoas,2704708,Marechal Deodoro - AL,270470,1167,0
Espírito Santo,3203346,Marechal Floriano - ES,32AMC9197003,2488,0
Acre,1200351,Marechal Thaumaturgo - AC,12AMC9197001,20,0
Santa Catarina,4210555,Marema - SC,42AMC9197045,3647,0
Paraíba,2509107,Mari - PB,250910,857,0
Paraná,4114708,Maria Helena - PR,411470,3265,0
Minas Gerais,3139904,Maria da Fé - MG,313990,2057,0
Paraná,4114807,Marialva - PR,411480,3266,0
Minas Gerais,3140001,Mariana - MG,314000,2058,0
Rio Grande do Sul,4311981,Mariana Pimentel - RS,43AMC9197056,3890,0
Rio Grande do Sul,4312005,Mariano Moro - RS,431200,3741,0
Tocantins,1712504,Marianópolis do Tocantins - TO,171250,206,0
Alagoas,2704807,Maribondo - AL,270480,1168,0
Rio de Janeiro,3302700,Maricá - RJ,330270,2513,0
Minas Gerais,3140100,Marilac - MG,314010,2059,0
Paraná,4115002,Marilena - PR,411500,3267,0
Paraná,4115101,Mariluz - PR,411510,3268,0
Espírito Santo,3203353,Marilândia - ES,320335,2464,0
Paraná,4114906,Marilândia do Sul - PR,41AMC9197031,3421,0
Paraná,4115200,Maringá - PR,411520,3269,0
Sao Paulo,3529104,Marinópolis - SP,352910,2816,0
Paraná,4115358,Maripá - PR,41AMC9197037,3427,0
Minas Gerais,3140209,Maripá de Minas - MG,314020,2060,0
Pará,1504422,Marituba - PA,15AMC9197003,164,0
Paraíba,2509156,Marizópolis - PB,25AMC9197033,950,0
Sao Paulo,3528908,Mariápolis - SP,352890,2814,0
Paraná,4115309,Mariópolis - PR,411530,3270,0
Minas Gerais,3140308,Marliéria - MG,314030,2061,0
Paraná,4115408,Marmeleiro - PR,41AMC9197003,3393,0
Minas Gerais,3140407,Marmelópolis - MG,314040,2062,0
Rio Grande do Sul,4312054,Marques de Souza - RS,,3906,1
Paraná,4115457,Marquinho - PR,41AMC9197007,3397,0
Minas Gerais,3140506,Martinho Campos - MG,314050,2063,0
Rio Grande do Norte,2407401,Martins - RN,24AMC9197008,782,0
Minas Gerais,3140530,Martins Soares - MG,31AMC9197048,2390,0
Ceará,2307908,Martinópole - CE,230790,557,0
Sao Paulo,3529203,Martinópolis - SP,352920,2817,0
Sergipe,2804003,Maruim - SE,280400,1255,0
Paraná,4115507,Marumbi - PR,411550,3271,0
Goías,5212907,Marzagão - GO,521290,4149,0
Sao Paulo,3529005,Marília - SP,352900,2815,0
Bahia,2920908,Mascote - BA,292090,1541,0
Ceará,2308005,Massapê - CE,230800,558,0
Piauí,2206050,Massapê do Piauí - PI,22AMC9197018,430,0
Paraíba,2509206,Massaranduba - PB,250920,858,0
Santa Catarina,4210605,Massaranduba - SC,421060,3536,0
Rio Grande do Sul,4312104,Mata - RS,431210,3742,0
Alagoas,2705002,Mata Grande - AL,270500,1170,0
Maranhao,2106409,Mata Roma - MA,210640,290,0
Minas Gerais,3140555,Mata Verde - MG,31AMC9197005,2347,0
Bahia,2921005,Mata de São João - BA,292100,1542,0
Paraíba,2509305,Mataraca - PB,250930,859,0
Tocantins,1712702,Mateiros - TO,17AMC9197026,248,0
Paraná,4115606,Matelândia - PR,41AMC9197032,3422,0
Minas Gerais,3140605,Materlândia - MG,314060,2064,0
Minas Gerais,3140704,Mateus Leme - MG,31AMC9197050,2392,0
Minas Gerais,3171501,Mathias Lobato - MG,317150,2335,0
Minas Gerais,3140803,Matias Barbosa - MG,314080,2065,0
Minas Gerais,3140852,Matias Cardoso - MG,31AMC9197057,2399,0
Piauí,2206100,Matias Olímpio - PI,22AMC9197020,432,0
Bahia,2921054,Matina - BA,292105,1543,0
Maranhao,2106508,Matinha - MA,21AMC9197049,372,0
Paraíba,2509339,Matinhas - PB,25AMC9197001,918,0
Paraná,4115705,Matinhos - PR,411570,3272,0
Minas Gerais,3140902,Matipó - MG,314090,2066,0
Rio Grande do Sul,4312138,Mato Castelhano - RS,43AMC9197041,3875,0
Paraíba,2509370,Mato Grosso - PB,25AMC9197018,935,0
Rio Grande do Sul,4312153,Mato Leitão - RS,,3906,1
Paraná,4115739,Mato Rico - PR,41AMC9197044,3434,0
Minas Gerais,3141009,Mato Verde - MG,31AMC9197051,2393,0
Santa Catarina,4210704,Matos Costa - SC,42AMC9197019,3621,0
Minas Gerais,3141108,Matozinhos - MG,314110,2067,0
Goías,5212956,Matrinchã - GO,521295,4150,0
Alagoas,2705101,Matriz de Camaragibe - AL,270510,1171,0
Mato Grosso,5105606,Matupá - MT,510560,4008,0
Paraíba,2509396,Maturéia - PB,25AMC9197036,953,0
Minas Gerais,3141207,Matutina - MG,314120,2068,0
Sao Paulo,3529302,Matão - SP,352930,2818,0
Maranhao,2106607,Matões - MA,210660,291,0
Maranhao,2106631,Matões do Norte - MA,21AMC9197013,336,0
Goías,5213004,Maurilândia - GO,521300,4151,0
Tocantins,1712801,Maurilândia do Tocantins - TO,17AMC9197031,253,0
Ceará,2308104,Mauriti - CE,230810,559,0
Sao Paulo,3529401,Mauá - SP,352940,2819,0
