Coluna;CBO Ocupação 2002
Município;PRODUTOR DA CULTURA DE DENDE;PRODUTOR DA CULTURA DE GIRASSOL;PRODUTOR DA CULTURA DE MAMONA;PRODUTOR DA CULTURA DE SOJA;TRABALHADOR NA CULTURA DE DENDE;TRABALHADOR NA CULTURA DE MAMONA;TRABALHADOR NA CULTURA DE SOJA;TRABALHADOR NA CULTURA DO GIRASSOL;Total
MG-SAO JOAO DA LAGOA;0;0;0;0;0;0;0;0;0
MG-SAO JOAO DA MATA;0;0;0;0;0;0;0;0;0
MG-SAO JOAO DA PONTE;0;0;0;0;0;0;0;0;0
MG-SAO JOAO DAS MISSOES;0;0;0;0;0;0;0;0;0
MG-SAO JOAO DEL REI;0;0;0;0;0;0;0;0;0
MG-SAO JOAO DO MANHUACU;0;0;0;0;0;0;0;0;0
MG-SAO JOAO DO MANTENINHA;0;0;0;0;0;0;0;0;0
MG-SAO JOAO DO ORIENTE;0;0;0;0;0;0;0;0;0
MG-SAO JOAO DO PACUI;0;0;0;0;0;0;0;0;0
MG-SAO JOAO DO PARAISO;0;0;0;0;0;0;0;0;0
MG-SAO JOAO EVANGELISTA;0;0;0;0;0;0;0;0;0
MG-SAO JOAO NEPOMUCENO;0;0;0;0;0;0;0;0;0
MG-SAO JOAQUIM DE BICAS;0;0;0;0;0;0;0;0;0
MG-SAO JOSE DA BARRA;0;0;0;0;0;0;0;0;0
MG-SAO JOSE DA LAPA;0;0;0;0;0;0;0;0;0
MG-SAO JOSE DA SAFIRA;0;0;0;0;0;0;0;0;0
MG-SAO JOSE DA VARGINHA;0;0;0;0;0;0;0;0;0
MG-SAO JOSE DO ALEGRE;0;0;0;0;0;0;0;0;0
MG-SAO JOSE DO DIVINO;0;0;0;0;0;0;0;0;0
MG-SAO JOSE DO GOIABAL;0;0;0;0;0;0;0;0;0
MG-SAO JOSE DO JACURI;0;0;0;0;0;0;0;0;0
MG-SAO JOSE DO MANTIMENTO;0;0;0;0;0;0;0;0;0
MG-SAO LOURENCO;0;0;0;0;0;0;0;0;0
MG-SAO MIGUEL DO ANTA;0;0;0;0;0;0;0;0;0
MG-SAO PEDRO DA UNIAO;0;0;0;0;0;0;0;0;0
MG-SAO PEDRO DOS FERROS;0;0;0;0;0;0;0;0;0
MG-SAO PEDRO DO SUACUI;0;0;0;0;0;0;0;0;0
MG-SAO ROMAO;0;0;0;0;0;0;0;0;0
MG-SAO ROQUE DE MINAS;0;0;0;0;0;0;0;0;0
MG-SAO SEBASTIAO DA BELA VISTA;0;0;0;0;0;0;0;0;0
MG-SAO SEBASTIAO DA VARGEM ALEGRE;0;0;0;0;0;0;0;0;0
MG-SAO SEBASTIAO DO ANTA;0;0;0;0;0;0;0;0;0
MG-SAO SEBASTIAO DO MARANHAO;0;0;0;0;0;0;0;0;0
MG-SAO SEBASTIAO DO OESTE;0;0;0;0;0;0;0;0;0
MG-SAO SEBASTIAO DO PARAISO;0;0;0;0;0;0;0;0;0
MG-SAO SEBASTIAO DO RIO PRETO;0;0;0;0;0;0;0;0;0
MG-SAO SEBASTIAO DO RIO VERDE;0;0;0;0;0;0;0;0;0
MG-SAO TIAGO;0;0;0;0;0;0;0;0;0
MG-SAO TOMAS DE AQUINO;0;0;0;0;0;0;0;0;0
MG-SAO THOME DAS LETRAS;0;0;0;0;0;0;0;0;0
MG-SAO VICENTE DE MINAS;0;0;0;0;0;0;0;0;0
MG-SAPUCAI-MIRIM;0;0;0;0;0;0;0;0;0
MG-SARDOA;0;0;0;0;0;0;0;0;0
MG-SARZEDO;0;0;0;0;0;0;0;0;0
MG-SETUBINHA;0;0;0;0;0;0;0;0;0
MG-SEM-PEIXE;0;0;0;0;0;0;0;0;0
MG-SENADOR AMARAL;0;0;0;0;0;0;0;0;0
MG-SENADOR CORTES;0;0;0;0;0;0;0;0;0
MG-SENADOR FIRMINO;0;0;0;0;0;0;0;0;0
MG-SENADOR JOSE BENTO;0;0;0;0;0;0;0;0;0
MG-SENADOR MODESTINO GONCALVES;0;0;0;0;0;0;0;0;0
MG-SENHORA DE OLIVEIRA;0;0;0;0;0;0;0;0;0
MG-SENHORA DO PORTO;0;0;0;0;0;0;0;0;0
MG-SENHORA DOS REMEDIOS;0;0;0;0;0;0;0;0;0
MG-SERICITA;0;0;0;0;0;0;0;0;0
MG-SERITINGA;0;0;0;0;0;0;0;0;0
MG-SERRA AZUL DE MINAS;0;0;0;0;0;0;0;0;0
MG-SERRA DA SAUDADE;0;0;0;0;0;0;0;0;0
MG-SERRA DOS AIMORES;0;0;0;0;0;0;0;0;0
MG-SERRA DO SALITRE;0;0;0;0;0;0;0;0;0
MG-SERRANIA;0;0;0;0;0;0;0;0;0
MG-SERRANOPOLIS DE MINAS;0;0;0;0;0;0;0;0;0
MG-SERRANOS;0;0;0;0;0;0;0;0;0
MG-SERRO;0;0;0;0;0;0;0;0;0
MG-SETE LAGOAS;0;0;0;0;0;0;0;0;0
MG-SILVEIRANIA;0;0;0;0;0;0;0;0;0
MG-SILVIANOPOLIS;0;0;0;0;0;0;0;0;0
MG-SIMAO PEREIRA;0;0;0;0;0;0;0;0;0
MG-SIMONESIA;0;0;0;0;0;0;0;0;0
MG-SOBRALIA;0;0;0;0;0;0;0;0;0
MG-SOLEDADE DE MINAS;0;0;0;0;0;0;0;0;0
MG-TABULEIRO;0;0;0;0;0;0;0;0;0
MG-TAIOBEIRAS;0;0;0;0;0;0;0;0;0
MG-TAPARUBA;0;0;0;0;0;0;0;0;0
MG-TAPIRA;0;0;0;0;0;0;0;0;0
MG-TAPIRAI;0;0;0;0;0;0;0;0;0
MG-TAQUARACU DE MINAS;0;0;0;0;0;0;0;0;0
MG-TARUMIRIM;0;0;0;0;0;0;0;0;0
MG-TEIXEIRAS;0;0;0;0;0;0;0;0;0
MG-TEOFILO OTONI;0;0;0;0;0;0;0;0;0
MG-TIMOTEO;0;0;0;0;0;0;0;0;0
MG-TIRADENTES;0;0;0;0;0;0;0;0;0
MG-TIROS;0;0;0;0;0;0;0;0;0
MG-TOCANTINS;0;0;0;0;0;0;0;0;0
MG-TOCOS DO MOJI;0;0;0;0;0;0;0;0;0
MG-TOLEDO;0;0;0;0;0;0;0;0;0
MG-TOMBOS;0;0;0;0;0;0;0;0;0
MG-TRES CORACOES;0;0;0;0;0;0;0;0;0
MG-TRES MARIAS;0;0;0;0;0;0;0;0;0
MG-TRES PONTAS;0;0;0;0;0;0;0;0;0
MG-TUMIRITINGA;0;0;0;0;0;0;0;0;0
MG-TUPACIGUARA;0;0;0;0;0;0;21534,1900000009;0;21534,1900000009
MG-TURMALINA;0;0;0;0;0;0;0;0;0
MG-TURVOLANDIA;0;0;0;0;0;0;0;0;0
MG-UBA;0;0;0;0;0;0;0;0;0
MG-UBAI;0;0;0;0;0;0;0;0;0
MG-UBAPORANGA;0;0;0;0;0;0;0;0;0
MG-UBERABA;0;0;0;0;0;0;1805,66000000015;0;1805,66000000015
MG-UBERLANDIA;0;0;0;0;0;0;106330,250000003;0;106330,250000003
MG-UMBURATIBA;0;0;0;0;0;0;0;0;0
MG-UNAI;0;0;0;0;0;0;0;0;0
MG-UNIAO DE MINAS;0;0;0;0;0;0;0;0;0
MG-URUANA DE MINAS;0;0;0;0;0;0;0;0;0
MG-URUCANIA;0;0;0;0;0;0;0;0;0
MG-URUCUIA;0;0;0;0;0;0;0;0;0
MG-VARGEM ALEGRE;0;0;0;0;0;0;0;0;0
MG-VARGEM BONITA;0;0;0;0;0;0;0;0;0
MG-VARGEM GRANDE DO RIO PARDO;0;0;0;0;0;0;0;0;0
MG-VARGINHA;0;0;0;0;0;0;0;0;0
MG-VARJAO DE MINAS;0;0;0;0;0;0;0;0;0
MG-VARZEA DA PALMA;0;0;0;0;0;0;0;0;0
MG-VARZELANDIA;0;0;0;0;0;0;0;0;0
MG-VAZANTE;0;0;0;0;0;0;0;0;0
MG-VERDELANDIA;0;0;0;0;0;0;0;0;0
MG-VEREDINHA;0;0;0;0;0;0;0;0;0
MG-VERISSIMO;0;0;0;0;0;0;539,790000000037;0;539,790000000037
MG-VERMELHO NOVO;0;0;0;0;0;0;0;0;0
MG-VESPASIANO;0;0;0;0;0;0;0;0;0
MG-VICOSA;0;0;0;0;0;0;0;0;0
MG-VIEIRAS;0;0;0;0;0;0;0;0;0
MG-MATHIAS LOBATO;0;0;0;0;0;0;0;0;0
MG-VIRGEM DA LAPA;0;0;0;0;0;0;0;0;0
MG-VIRGINIA;0;0;0;0;0;0;0;0;0
MG-VIRGINOPOLIS;0;0;0;0;0;0;0;0;0
MG-VIRGOLANDIA;0;0;0;0;0;0;0;0;0
MG-VISCONDE DO RIO BRANCO;0;0;0;0;0;0;0;0;0
MG-VOLTA GRANDE;0;0;0;0;0;0;0;0;0
MG-WENCESLAU BRAZ;0;0;0;0;0;0;0;0;0
MG-IGNORADO;0;0;0;0;0;0;0;0;0
ES-AFONSO CLAUDIO;0;0;0;0;0;0;0;0;0
ES-AGUIA BRANCA;0;0;0;0;0;0;0;0;0
ES-AGUA DOCE DO NORTE;0;0;0;0;0;0;0;0;0
ES-ALEGRE;0;0;0;0;0;0;0;0;0
ES-ALFREDO CHAVES;0;0;0;0;0;0;0;0;0
ES-ALTO RIO NOVO;0;0;0;0;0;0;0;0;0
ES-ANCHIETA;0;0;0;0;0;0;0;0;0
ES-APIACA;0;0;0;0;0;0;0;0;0
ES-ARACRUZ;0;0;0;0;0;0;0;0;0
ES-ATILIO VIVACQUA;0;0;0;0;0;0;0;0;0
ES-BAIXO GUANDU;0;0;0;0;0;0;0;0;0
ES-BARRA DE SAO FRANCISCO;0;0;0;0;0;0;0;0;0
ES-BOA ESPERANCA;0;0;0;0;0;0;0;0;0
ES-BOM JESUS DO NORTE;0;0;0;0;0;0;0;0;0
ES-BREJETUBA;0;0;0;0;0;0;0;0;0
ES-CACHOEIRO DE ITAPEMIRIM;0;0;0;0;0;0;0;0;0
ES-CARIACICA;0;0;0;0;0;0;0;0;0
ES-CASTELO;0;0;0;0;0;0;0;0;0
ES-COLATINA;0;0;0;0;0;0;0;0;0
ES-CONCEICAO DA BARRA;0;0;0;0;0;0;0;0;0
ES-CONCEICAO DO CASTELO;0;0;0;0;0;0;0;0;0
ES-DIVINO DE SAO LOURENCO;0;0;0;0;0;0;0;0;0
ES-DOMINGOS MARTINS;0;0;0;0;0;0;0;0;0
ES-DORES DO RIO PRETO;0;0;0;0;0;0;0;0;0
ES-ECOPORANGA;0;0;0;0;0;0;0;0;0
ES-FUNDAO;0;0;0;0;0;0;0;0;0
ES-GOVERNADOR LINDENBERG;0;0;0;0;0;0;0;0;0
ES-GUACUI;0;0;0;0;0;0;0;0;0
ES-GUARAPARI;0;0;0;0;0;0;0;0;0
ES-IBATIBA;0;0;0;0;0;0;0;0;0
ES-IBIRACU;0;0;0;0;0;0;0;0;0
ES-IBITIRAMA;0;0;0;0;0;0;0;0;0
ES-ICONHA;0;0;0;0;0;0;0;0;0
ES-IRUPI;0;0;0;0;0;0;0;0;0
ES-ITAGUACU;0;0;0;0;0;0;0;0;0
ES-ITAPEMIRIM;0;0;0;0;0;0;0;0;0
ES-ITARANA;0;0;0;0;0;0;0;0;0
ES-IUNA;0;0;0;0;0;0;0;0;0
ES-JAGUARE;0;0;0;0;0;0;0;0;0
ES-JERONIMO MONTEIRO;0;0;0;0;0;0;0;0;0
ES-JOAO NEIVA;0;0;0;0;0;0;0;0;0
ES-LARANJA DA TERRA;0;0;0;0;0;0;0;0;0
ES-LINHARES;0;0;0;0;0;0;0;0;0
ES-MANTENOPOLIS;0;0;0;0;0;0;0;0;0
ES-MARATAIZES;0;0;0;0;0;0;0;0;0
ES-MARECHAL FLORIANO;0;0;0;0;0;0;0;0;0
ES-MARILANDIA;0;0;0;0;0;0;0;0;0
ES-MIMOSO DO SUL;0;0;0;0;0;0;0;0;0
ES-MONTANHA;0;0;0;0;0;0;0;0;0
ES-MUCURICI;0;0;0;0;0;0;0;0;0
ES-MUNIZ FREIRE;0;0;0;0;0;0;0;0;0
ES-MUQUI;0;0;0;0;0;0;0;0;0
ES-NOVA VENECIA;0;0;0;0;0;0;0;0;0
ES-PANCAS;0;0;0;0;0;0;0;0;0
ES-PEDRO CANARIO;0;0;0;0;0;0;0;0;0
ES-PINHEIROS;0;0;0;0;0;0;0;0;0
ES-PIUMA;0;0;0;0;0;0;0;0;0
ES-PONTO BELO;0;0;0;0;0;0;0;0;0
ES-PRESIDENTE KENNEDY;0;0;0;0;0;0;0;0;0
ES-RIO BANANAL;0;0;0;0;0;0;0;0;0
ES-RIO NOVO DO SUL;0;0;0;0;0;0;0;0;0
ES-SANTA LEOPOLDINA;0;0;0;0;0;0;0;0;0
ES-SANTA MARIA DE JETIBA;0;0;0;0;0;0;0;0;0
ES-SANTA TERESA;0;0;0;0;0;0;0;0;0
ES-SAO DOMINGOS DO NORTE;0;0;0;0;0;0;0;0;0
ES-SAO GABRIEL DA PALHA;0;0;0;0;0;0;0;0;0
ES-SAO JOSE DO CALCADO;0;0;0;0;0;0;0;0;0
ES-SAO MATEUS;0;0;0;0;0;758,299999999814;0;0;758,299999999814
ES-SAO ROQUE DO CANAA;0;0;0;0;0;0;0;0;0
ES-SERRA;0;0;0;0;0;0;0;0;0
ES-SOORETAMA;0;0;0;0;0;0;0;0;0
ES-VARGEM ALTA;0;0;0;0;0;0;0;0;0
ES-VENDA NOVA DO IMIGRANTE;0;0;0;0;0;0;0;0;0
ES-VIANA;0;0;0;0;0;0;0;0;0
ES-VILA PAVAO;0;0;0;0;0;0;0;0;0
ES-VILA VALERIO;0;0;0;0;0;0;0;0;0
ES-VILA VELHA;0;0;0;0;0;0;0;0;0
ES-VITORIA;0;0;0;0;0;0;0;0;0
ES-IGNORADO;0;0;0;0;0;0;0;0;0
RJ-ANGRA DOS REIS;0;0;0;0;0;0;0;0;0
RJ-APERIBE;0;0;0;0;0;0;0;0;0
RJ-ARARUAMA;0;0;0;0;0;0;0;0;0
RJ-AREAL;0;0;0;0;0;0;0;0;0
RJ-ARMACAO DOS BUZIOS;0;0;0;0;0;0;0;0;0
RJ-ARRAIAL DO CABO;0;0;0;0;0;0;0;0;0
RJ-BARRA DO PIRAI;0;0;0;0;0;0;0;0;0
RJ-BARRA MANSA;0;0;0;0;0;0;0;0;0
RJ-BELFORD ROXO;0;0;0;0;0;0;0;0;0
RJ-BOM JARDIM;0;0;0;0;0;0;0;0;0
RJ-BOM JESUS DO ITABAPOANA;0;0;0;0;0;0;0;0;0
RJ-CABO FRIO;0;0;0;0;0;0;0;0;0
RJ-CACHOEIRAS DE MACACU;0;0;0;0;0;0;0;0;0
RJ-CAMBUCI;0;0;0;0;0;0;0;0;0
RJ-CARAPEBUS;0;0;0;0;0;0;0;0;0
RJ-COMENDADOR LEVY GASPARIAN;0;0;0;0;0;0;0;0;0
RJ-CAMPOS DOS GOYTACAZES;0;0;0;0;0;0;0;0;0
RJ-CANTAGALO;0;0;0;0;0;0;0;0;0
RJ-CARDOSO MOREIRA;0;0;0;0;0;0;0;0;0
RJ-CARMO;0;0;0;0;0;0;0;0;0
RJ-CASIMIRO DE ABREU;0;0;0;0;0;0;0;0;0
RJ-CONCEICAO DE MACABU;0;0;0;0;0;0;0;0;0
RJ-CORDEIRO;0;0;0;0;0;0;0;0;0
RJ-DUAS BARRAS;0;0;0;0;0;0;0;0;0
RJ-DUQUE DE CAXIAS;0;0;0;0;0;0;0;0;0
RJ-ENGENHEIRO PAULO DE FRONTIN;0;0;0;0;0;0;0;0;0
RJ-GUAPIMIRIM;0;0;0;0;0;0;0;0;0
RJ-IGUABA GRANDE;0;0;0;0;0;0;0;0;0
RJ-ITABORAI;0;0;0;0;0;0;0;0;0
RJ-ITAGUAI;0;0;0;0;0;0;0;0;0
RJ-ITALVA;0;0;0;0;0;0;0;0;0
RJ-ITAOCARA;0;0;0;0;0;0;0;0;0
RJ-ITAPERUNA;0;0;0;0;0;0;0;0;0
RJ-ITATIAIA;0;0;0;0;0;0;0;0;0
RJ-JAPERI;0;0;0;0;0;0;0;0;0
RJ-LAJE DO MURIAE;0;0;0;0;0;0;0;0;0
RJ-MACAE;0;0;0;0;0;0;0;0;0
RJ-MACUCO;0;0;0;0;0;0;0;0;0
RJ-MAGE;0;0;0;0;0;0;0;0;0
RJ-MANGARATIBA;0;0;0;0;0;0;0;0;0
RJ-MARICA;0;0;0;0;0;0;0;0;0
RJ-MENDES;0;0;0;0;0;0;0;0;0
RJ-MESQUITA;0;0;0;0;0;0;0;0;0
RJ-MIGUEL PEREIRA;0;0;0;0;0;0;0;0;0
RJ-MIRACEMA;0;0;0;0;0;0;0;0;0
RJ-NATIVIDADE;0;0;0;0;0;0;0;0;0
RJ-NILOPOLIS;0;0;0;0;0;0;0;0;0
RJ-NITEROI;0;0;0;0;0;0;0;0;0
RJ-NOVA FRIBURGO;0;0;0;0;0;0;0;0;0
RJ-NOVA IGUACU;0;0;0;0;0;0;0;0;0
RJ-PARACAMBI;0;0;0;0;0;0;0;0;0
RJ-PARAIBA DO SUL;0;0;0;0;0;0;0;0;0
RJ-PARATY;0;0;0;0;0;0;0;0;0
RJ-PATY DO ALFERES;0;0;0;0;0;0;0;0;0
RJ-PETROPOLIS;0;0;0;0;0;0;0;0;0
RJ-PINHEIRAL;0;0;0;0;0;0;0;0;0
RJ-PIRAI;0;0;0;0;0;0;0;0;0
RJ-PORCIUNCULA;0;0;0;0;0;0;0;0;0
RJ-PORTO REAL;0;0;0;0;0;0;0;0;0
RJ-QUATIS;0;0;0;0;0;0;0;0;0
RJ-QUEIMADOS;0;0;0;0;0;0;0;0;0
RJ-QUISSAMA;0;0;0;0;0;0;0;0;0
RJ-RESENDE;0;0;0;0;0;0;0;0;0
RJ-RIO BONITO;0;0;0;0;0;0;0;0;0
RJ-RIO CLARO;0;0;0;0;0;0;0;0;0
RJ-RIO DAS FLORES;0;0;0;0;0;0;0;0;0
RJ-RIO DAS OSTRAS;0;0;0;0;0;0;0;0;0
RJ-RIO DE JANEIRO;0;0;0;0;0;1251,34999999963;0;0;1251,34999999963
RJ-SANTA MARIA MADALENA;0;0;0;0;0;0;0;0;0
RJ-SANTO ANTONIO DE PADUA;0;0;0;0;0;0;0;0;0
RJ-SAO FRANCISCO DE ITABAPOANA;0;0;0;0;0;0;0;0;0
RJ-SAO FIDELIS;0;0;0;0;0;0;0;0;0
RJ-SAO GONCALO;0;0;0;0;0;0;0;0;0
RJ-SAO JOAO DA BARRA;0;0;0;0;0;0;0;0;0
RJ-SAO JOAO DE MERITI;0;0;0;0;0;0;0;0;0
RJ-SAO JOSE DE UBA;0;0;0;0;0;0;0;0;0
RJ-SAO JOSE DO VALE DO RIO PRETO;0;0;0;0;0;0;0;0;0
RJ-SAO PEDRO DA ALDEIA;0;0;0;0;0;0;0;0;0
RJ-SAO SEBASTIAO DO ALTO;0;0;0;0;0;0;0;0;0
RJ-SAPUCAIA;0;0;0;0;0;0;0;0;0
RJ-SAQUAREMA;0;0;0;0;0;0;0;0;0
RJ-SEROPEDICA;0;0;0;0;0;0;0;0;0
RJ-SILVA JARDIM;0;0;0;0;0;0;0;0;0
RJ-SUMIDOURO;0;0;0;0;0;0;0;0;0
RJ-TANGUA;0;0;0;0;0;0;0;0;0
RJ-TERESOPOLIS;0;0;0;0;0;0;0;0;0
RJ-TRAJANO DE MORAES;0;0;0;0;0;0;0;0;0
RJ-TRES RIOS;0;0;0;0;0;0;0;0;0
RJ-VALENCA;0;0;0;0;0;0;0;0;0
RJ-VARRE-SAI;0;0;0;0;0;0;0;0;0
RJ-VASSOURAS;0;0;0;0;0;0;0;0;0
RJ-VOLTA REDONDA;0;0;0;0;0;0;0;0;0
RJ-IGNORADO;0;0;0;0;0;0;0;0;0
SP-ADAMANTINA;0;0;0;0;0;0;0;0;0
SP-ADOLFO;0;0;0;0;0;0;0;0;0
SP-AGUAI;0;0;0;400,790000000037;0;0;0;0;400,790000000037
SP-AGUAS DA PRATA;0;0;0;0;0;0;496,069999999832;0;496,069999999832
SP-AGUAS DE LINDOIA;0;0;0;0;0;0;0;0;0
SP-AGUAS DE SANTA BARBARA;0;0;0;0;0;0;1102,41000000015;0;1102,41000000015
SP-AGUAS DE SAO PEDRO;0;0;0;0;0;0;0;0;0
SP-AGUDOS;0;0;0;0;0;0;0;0;0
SP-ALAMBARI;0;0;0;0;0;0;0;0;0
SP-ALFREDO MARCONDES;0;0;0;0;0;0;0;0;0
SP-ALTAIR;0;0;0;0;0;0;0;0;0
SP-ALTINOPOLIS;0;0;0;0;0;0;0;0;0
SP-ALTO ALEGRE;0;0;0;0;0;0;0;0;0
SP-ALUMINIO;0;0;0;0;0;0;0;0;0
SP-ALVARES FLORENCE;0;0;0;0;0;0;0;0;0
SP-ALVARES MACHADO;0;0;0;0;0;0;0;0;0
SP-ALVARO DE CARVALHO;0;0;0;0;0;0;0;0;0
SP-ALVINLANDIA;0;0;0;0;0;0;0;0;0
SP-AMERICANA;0;0;0;0;0;0;0;0;0
SP-AMERICO BRASILIENSE;0;0;0;0;0;0;0;0;0
SP-AMERICO DE CAMPOS;0;0;0;0;0;0;0;0;0
SP-AMPARO;0;0;0;0;0;0;0;0;0
SP-ANALANDIA;0;0;0;0;0;0;0;0;0
SP-ANDRADINA;0;0;0;0;0;0;408,509999999776;0;408,509999999776
SP-ANGATUBA;0;0;0;0;0;0;0;0;0
SP-ANHEMBI;0;0;0;0;0;0;0;0;0
SP-ANHUMAS;0;0;0;0;0;0;0;0;0
SP-APARECIDA;0;0;0;0;0;0;0;0;0
SP-APARECIDA D OESTE;0;0;0;0;0;0;0;0;0
SP-APIAI;0;0;0;0;0;0;0;0;0
SP-ARACARIGUAMA;0;0;0;0;0;0;0;0;0
SP-ARACATUBA;0;0;0;0;0;0;0;0;0
SP-ARACOIABA DA SERRA;0;0;0;0;0;0;0;0;0
SP-ARAMINA;0;0;0;0;0;0;0;0;0
SP-ARANDU;0;0;0;0;0;0;0;0;0
SP-ARAPEI;0;0;0;0;0;0;0;0;0
SP-ARARAQUARA;0;0;0;0;0;0;286,660000000149;0;286,660000000149
SP-ARARAS;0;0;0;0;0;0;0;0;0
SP-ARCO-IRIS;0;0;0;0;0;0;0;0;0
SP-AREALVA;0;0;0;0;0;0;0;0;0
SP-AREIAS;0;0;0;0;0;0;0;0;0
SP-AREIOPOLIS;0;0;0;0;0;0;0;0;0
SP-ARIRANHA;0;0;0;0;0;0;0;0;0
SP-ARTUR NOGUEIRA;0;0;0;0;0;0;0;0;0
SP-ARUJA;0;0;0;0;0;0;0;0;0
SP-ASPASIA;0;0;0;0;0;0;0;0;0
SP-ASSIS;0;0;0;0;0;0;6426,87999999896;0;6426,87999999896
SP-ATIBAIA;0;0;0;0;0;0;0;0;0
SP-AURIFLAMA;0;0;0;0;0;0;0;0;0
SP-AVAI;0;0;0;0;0;0;0;0;0
SP-AVANHANDAVA;0;0;0;0;0;0;0;0;0
SP-AVARE;0;0;0;0;0;0;0;0;0
SP-BADY BASSITT;0;0;0;0;0;0;0;0;0
SP-BALBINOS;0;0;0;0;0;0;0;0;0
SP-BALSAMO;0;0;0;0;0;0;0;0;0
SP-BANANAL;0;0;0;0;0;0;0;0;0
SP-BARAO DE ANTONINA;0;0;0;0;0;0;0;0;0
SP-BARBOSA;0;0;0;0;0;0;0;0;0
SP-BARIRI;0;0;0;0;0;0;0;0;0
SP-BARRA BONITA;0;0;0;0;0;0;0;0;0
SP-BARRA DO CHAPEU;0;0;0;0;0;0;0;0;0
SP-BARRA DO TURVO;0;0;0;0;0;0;0;0;0
SP-BARRETOS;0;0;0;0;0;0;514,280000000261;0;514,280000000261
SP-BARRINHA;0;0;0;0;0;0;0;0;0
SP-BARUERI;0;0;0;0;0;0;0;0;0
SP-BASTOS;0;0;0;0;0;0;0;0;0
SP-BATATAIS;0;0;0;0;0;0;0;0;0
SP-BAURU;0;0;0;0;0;0;0;0;0
SP-BEBEDOURO;0;0;0;0;0;0;0;0;0
SP-BENTO DE ABREU;0;0;0;0;0;0;0;0;0
SP-BERNARDINO DE CAMPOS;0;0;0;0;0;0;0;0;0
SP-BERTIOGA;0;0;0;0;0;0;0;0;0
SP-BILAC;0;0;0;0;0;0;0;0;0
SP-BIRIGUI;0;0;0;0;0;0;387,080000000075;0;387,080000000075
SP-BIRITIBA-MIRIM;0;0;0;0;0;0;0;0;0
SP-BOA ESPERANCA DO SUL;0;0;0;0;0;0;0;0;0
SP-BOCAINA;0;0;0;0;0;0;0;0;0
SP-BOFETE;0;0;0;0;0;0;0;0;0
SP-BOITUVA;0;0;0;0;0;0;0;0;0
SP-BOM JESUS DOS PERDOES;0;0;0;0;0;0;0;0;0
SP-BOM SUCESSO DE ITARARE;0;0;0;0;0;0;0;0;0
SP-BORA;0;0;0;0;0;0;0;0;0
SP-BORACEIA;0;0;0;0;0;0;0;0;0
SP-BORBOREMA;0;0;0;0;0;0;0;0;0
SP-BOREBI;0;0;0;0;0;0;0;0;0
SP-BOTUCATU;0;0;0;0;0;0;0;0;0
SP-BRAGANCA PAULISTA;0;0;0;0;0;0;0;0;0
SP-BRAUNA;0;0;0;0;0;0;0;0;0
SP-BREJO ALEGRE;0;0;0;0;0;0;0;0;0
SP-BRODOWSKI;0;0;0;0;0;0;0;0;0
SP-BROTAS;0;0;0;0;0;0;0;0;0
SP-BURI;0;0;0;0;0;0;0;0;0
SP-BURITAMA;0;0;0;0;0;0;0;0;0
SP-BURITIZAL;0;0;0;0;0;0;5558,61999999918;0;5558,61999999918
SP-CABRALIA PAULISTA;0;0;0;0;0;0;0;0;0
SP-CABREUVA;0;0;0;0;0;0;0;0;0
SP-CACAPAVA;0;0;0;0;0;0;0;0;0
SP-CACHOEIRA PAULISTA;0;0;0;0;0;0;0;0;0
SP-CACONDE;0;0;0;0;0;0;0;0;0
SP-CAFELANDIA;0;0;0;0;0;0;0;0;0
SP-CAIABU;0;0;0;0;0;0;0;0;0
SP-CAIEIRAS;0;0;0;0;0;0;0;0;0
SP-CAIUA;0;0;0;0;0;0;0;0;0
SP-CAJAMAR;0;0;0;0;0;0;0;0;0
SP-CAJATI;0;0;0;0;0;0;0;0;0
SP-CAJOBI;0;0;0;0;0;0;0;0;0
SP-CAJURU;0;0;0;0;0;0;0;0;0
SP-CAMPINA DO MONTE ALEGRE;0;0;0;0;0;0;0;0;0
SP-CAMPINAS;0;0;0;0;0;0;0;0;0
SP-CAMPO LIMPO PAULISTA;0;0;0;0;0;0;0;0;0
SP-CAMPOS DO JORDAO;0;0;0;0;0;0;0;0;0
SP-CAMPOS NOVOS PAULISTA;0;0;0;0;0;0;848,310000000056;0;848,310000000056
SP-CANANEIA;0;0;0;0;0;0;0;0;0
SP-CANAS;0;0;0;0;0;0;0;0;0
SP-CANDIDO MOTA;0;0;0;0;0;0;0;0;0
SP-CANDIDO RODRIGUES;0;0;0;0;0;0;0;0;0
SP-CANITAR;0;0;0;0;0;0;0;0;0
SP-CAPAO BONITO;0;0;0;0;0;0;0;0;0
SP-CAPELA DO ALTO;0;0;0;0;0;0;0;0;0
SP-CAPIVARI;0;0;0;0;0;0;0;0;0
SP-CARAGUATATUBA;0;0;0;0;0;0;0;0;0
SP-CARAPICUIBA;0;0;0;0;0;0;0;0;0
SP-CARDOSO;0;0;0;0;0;0;0;0;0
SP-CASA BRANCA;0;0;0;0;0;0;2866,04999999935;0;2866,04999999935
SP-CASSIA DOS COQUEIROS;0;0;0;0;0;0;0;0;0
SP-CASTILHO;0;0;0;0;0;0;0;0;0
SP-CATANDUVA;0;0;0;0;0;0;0;0;0
SP-CATIGUA;0;0;0;0;0;0;0;0;0
SP-CEDRAL;0;0;0;0;0;0;0;0;0
